"Dec_time","Dec_ZT_time","Condition","mean","SEM"
325,1285,"1 Male",0.357142857142857,0.135556788616811
326,1286,"1 Male",0.333333333333333,0.158633342521865
327,1287,"1 Male",0.142857142857143,0.0728659100643815
328,1288,"1 Male",0.285714285714286,0.124219815121783
329,1289,"1 Male",0.30952380952381,0.125162357918952
330,1290,"1 Male",0.142857142857143,0.0873631571154076
331,1291,"1 Male",0.142857142857143,0.0728659100643815
332,1292,"1 Male",0.19047619047619,0.0851185907576086
333,1293,"1 Male",0.380952380952381,0.173614913403415
334,1294,"1 Male",0.238095238095238,0.121973340176174
335,1295,"1 Male",0.261904761904762,0.136572970670194
336,1296,"1 Male",0.285714285714286,0.137531389240352
337,1297,"1 Male",0.357142857142857,0.215058613870808
338,1298,"1 Male",0.452380952380952,0.184165194214391
339,1299,"1 Male",0.357142857142857,0.143869813761483
340,1300,"1 Male",0.571428571428571,0.226427224959999
341,1301,"1 Male",0.69047619047619,0.275790691472744
342,1302,"1 Male",0.69047619047619,0.383286259652848
343,1303,"1 Male",0.261904761904762,0.127786133621848
344,1304,"1 Male",0.333333333333333,0.13913064518828
345,1305,"1 Male",0.19047619047619,0.0851185907576086
346,1306,"1 Male",0.30952380952381,0.154258539927762
347,1307,"1 Male",0.333333333333333,0.169259735073498
348,1308,"1 Male",0.428571428571429,0.177552260036218
349,1309,"1 Male",1,0.721335707733946
350,1310,"1 Male",0.452380952380952,0.164159001108808
351,1311,"1 Male",0.619047619047619,0.252633931895852
352,1312,"1 Male",0.380952380952381,0.155996593638846
353,1313,"1 Male",0.547619047619048,0.226579834820932
354,1314,"1 Male",0.19047619047619,0.128595085361785
355,1315,"1 Male",0.404761904761905,0.192964295378623
356,1316,"1 Male",0.380952380952381,0.166791060265275
357,1317,"1 Male",0.357142857142857,0.176497832803232
358,1318,"1 Male",0.333333333333333,0.175987892449485
359,1319,"1 Male",0.30952380952381,0.191236866698813
360,1320,"1 Male",0.476190476190476,0.213477634952623
361,1321,"1 Male",0.428571428571429,0.180793377173499
362,1322,"1 Male",0.285714285714286,0.141690942590597
363,1323,"1 Male",0.404761904761905,0.18052550664005
364,1324,"1 Male",0.428571428571429,0.187107256944941
365,1325,"1 Male",0.547619047619048,0.266613774412722
366,1326,"1 Male",0.19047619047619,0.109045564952835
367,1327,"1 Male",0.333333333333333,0.214640305405595
368,1328,"1 Male",0.30952380952381,0.161612429943695
369,1329,"1 Male",0.404761904761905,0.18052550664005
370,1330,"1 Male",0.404761904761905,0.167163685662661
371,1331,"1 Male",0.404761904761905,0.173972923686377
372,1332,"1 Male",0.333333333333333,0.134892165245713
373,1333,"1 Male",0.261904761904762,0.148783389110387
374,1334,"1 Male",0.380952380952381,0.15222843703163
375,1335,"1 Male",0.333333333333333,0.188725989286407
376,1336,"1 Male",0.571428571428571,0.264295915928289
377,1337,"1 Male",0.523809523809524,0.202304077768204
378,1338,"1 Male",0.333333333333333,0.134892165245713
379,1339,"1 Male",0.380952380952381,0.163272219310525
380,1340,"1 Male",0.380952380952381,0.18651514388756
381,1341,"1 Male",0.452380952380952,0.273070000666659
382,1342,"1 Male",0.380952380952381,0.170237181515217
383,1343,"1 Male",0.476190476190476,0.250986659829605
384,1344,"1 Male",0.261904761904762,0.123157848958929
385,1345,"1 Male",0.333333333333333,0.130516114173102
386,1346,"1 Male",0.476190476190476,0.226671351419004
387,1347,"1 Male",0.523809523809524,0.224094759796581
388,1348,"1 Male",0.285714285714286,0.141690942590597
389,1349,"1 Male",0.166666666666667,0.0755672829139676
390,1350,"1 Male",0.261904761904762,0.118348703306626
391,1351,"1 Male",0.261904761904762,0.127786133621848
392,1352,"1 Male",0.214285714285714,0.129932146527247
393,1353,"1 Male",0.404761904761905,0.204648430324521
394,1354,"1 Male",0.19047619047619,0.114246993053268
395,1355,"1 Male",0.19047619047619,0.109045564952835
