"Dec_time","Dec_ZT_time","Condition","mean","SEM"
412,1372,"1 Male",0.6875,0.197852499863226
413,1373,"1 Male",0.541666666666667,0.199641374687207
414,1374,"1 Male",0.8125,0.288146820953367
415,1375,"1 Male",0.895833333333333,0.251307896778934
416,1376,"1 Male",0.75,0.196376754701859
417,1377,"1 Male",0.541666666666667,0.162968727511054
418,1378,"1 Male",0.6875,0.186314217355124
419,1379,"1 Male",0.8125,0.265739050400579
420,1380,"1 Male",1,0.380136220451683
421,1381,"1 Male",0.6875,0.171446314199175
422,1382,"1 Male",0.6875,0.232844440964227
423,1383,"1 Male",0.770833333333333,0.316843339107268
424,1384,"1 Male",0.625,0.281877255616771
425,1385,"1 Male",0.645833333333333,0.187105574109603
426,1386,"1 Male",0.520833333333333,0.165749916651491
427,1387,"1 Male",0.5625,0.175912640512837
428,1388,"1 Male",0.791666666666667,0.216676895557782
429,1389,"1 Male",0.625,0.177714509279661
430,1390,"1 Male",0.5625,0.165526909599069
431,1391,"1 Male",0.5625,0.160081567196315
432,1392,"1 Male",0.666666666666667,0.215394519555103
433,1393,"1 Male",0.770833333333333,0.238641960318353
434,1394,"1 Male",0.458333333333333,0.129641941889678
435,1395,"1 Male",0.375,0.128497178267443
436,1396,"1 Male",0.395833333333333,0.132286169400498
437,1397,"1 Male",0.666666666666667,0.169305353135903
438,1398,"1 Male",0.645833333333333,0.207333594159604
439,1399,"1 Male",0.8125,0.265739050400579
440,1400,"1 Male",0.666666666666667,0.181925607636605
441,1401,"1 Male",0.729166666666667,0.194652771715799
442,1402,"1 Male",0.6875,0.171446314199175
443,1403,"1 Male",0.604166666666667,0.172947905834062
444,1404,"1 Male",0.666666666666667,0.174463039770213
445,1405,"1 Male",0.541666666666667,0.157434927831095
446,1406,"1 Male",0.708333333333333,0.323377473772889
447,1407,"1 Male",0.479166666666667,0.133121229788231
448,1408,"1 Male",0.854166666666667,0.206261864763683
449,1409,"1 Male",0.5,0.145864991497895
450,1410,"1 Male",0.416666666666667,0.135901681886134
451,1411,"1 Male",0.875,0.265686919149386
452,1412,"1 Male",0.75,0.191809228510632
453,1413,"1 Male",0.5,0.154713186938819
454,1414,"1 Male",0.666666666666667,0.184346010362695
455,1415,"1 Male",0.604166666666667,0.148095424399717
456,1416,"1 Male",0.854166666666667,0.222791731079392
457,1417,"1 Male",1.16666666666667,0.309903515832421
458,1418,"1 Male",0.791666666666667,0.165666324185898
459,1419,"1 Male",0.979166666666667,0.215715828250779
460,1420,"1 Male",1.02083333333333,0.273682503796207
461,1421,"1 Male",1.35416666666667,0.362821859232107
462,1422,"1 Male",1.4375,0.498140380467677
463,1423,"1 Male",1.35416666666667,0.357901665609233
464,1424,"1 Male",1.10416666666667,0.303991740237112
465,1425,"1 Male",1,0.344665528071977
466,1426,"1 Male",0.583333333333333,0.194866141848118
467,1427,"1 Male",0.729166666666667,0.16237265422973
468,1428,"1 Male",0.520833333333333,0.139622030731977
469,1429,"1 Male",0.5625,0.151547133552381
470,1430,"1 Male",0.604166666666667,0.16237265422973
471,1431,"1 Male",0.666666666666667,0.204846710837393
472,1432,"1 Male",0.458333333333333,0.176043830508335
473,1433,"1 Male",1.41666666666667,0.686000675447151
474,1434,"1 Male",0.666666666666667,0.260137261458359
475,1435,"1 Male",0.833333333333333,0.229347929603122
476,1436,"1 Male",1.1875,0.310365047590668
477,1437,"1 Male",1.375,0.235623888901946
478,1438,"1 Male",2.66666666666667,0.289186516987852
479,1439,"1 Male",2.83333333333333,0.24970431686874
